ImageName,Frame,Timestamp,x,y,w,h
m (3).jpg,7,2024_06_01_15-27-41.789,177,22,59,45
m (3).jpg,8,2024_06_01_15-27-42.322,368,271,57,33
v (4).jpg,8,2024_06_01_15-27-42.327,230,224,62,41
b (1).jpg,8,2024_06_01_15-27-42.328,78,204,49,52
f (3).jpg,8,2024_06_01_15-27-42.328,469,200,43,59
m (3).jpg,8,2024_06_01_15-27-42.330,476,149,45,68
v (4).jpg,8,2024_06_01_15-27-42.330,456,69,48,60
b (4).jpg,8,2024_06_01_15-27-42.343,280,65,61,36
f (2).jpg,8,2024_06_01_15-27-42.344,206,36,52,45
m (3).jpg,8,2024_06_01_15-27-42.346,80,24,60,46
m (3).jpg,9,2024_06_01_15-27-42.878,337,258,49,40
v (3).jpg,9,2024_06_01_15-27-42.881,448,231,43,51
b (4).jpg,9,2024_06_01_15-27-42.890,199,231,54,41
f (2).jpg,9,2024_06_01_15-27-42.895,488,183,41,58
m (3).jpg,9,2024_06_01_15-27-42.899,61,169,38,53
v (4).jpg,9,2024_06_01_15-27-42.901,480,104,39,56
b (4).jpg,9,2024_06_01_15-27-42.904,316,57,60,37
f (1).jpg,9,2024_06_01_15-27-42.906,232,57,45,54
m (3).jpg,9,2024_06_01_15-27-42.908,112,21,57,39
m (3).jpg,10,2024_06_01_15-27-43.435,408,258,64,44
v (4).jpg,10,2024_06_01_15-27-43.439,165,240,54,36
b (2).jpg,10,2024_06_01_15-27-43.441,312,237,50,49
f (1).jpg,10,2024_06_01_15-27-43.441,482,220,46,52
m (3).jpg,10,2024_06_01_15-27-43.446,488,140,32,52
v (4).jpg,10,2024_06_01_15-27-43.448,56,135,35,53
b (5).jpg,10,2024_06_01_15-27-43.448,245,91,41,53
f (5).jpg,10,2024_06_01_15-27-43.449,351,54,59,37
m (2).jpg,10,2024_06_01_15-27-43.450,150,26,57,37
m (2).jpg,11,2024_06_01_15-27-43.975,383,268,57,39
v (4).jpg,11,2024_06_01_15-27-43.976,457,252,53,44
b (5).jpg,11,2024_06_01_15-27-43.984,127,242,57,35
f (2).jpg,11,2024_06_01_15-27-43.986,304,196,37,56
m (2).jpg,11,2024_06_01_15-27-43.987,482,170,38,54
v (4).jpg,11,2024_06_01_15-27-43.989,259,120,56,50
b (2).jpg,11,2024_06_01_15-27-43.992,61,102,36,54
f (4).jpg,11,2024_06_01_15-27-43.995,380,48,60,40
m (3).jpg,11,2024_06_01_15-27-43.996,181,32,55,40
b (5).jpg,12,2024_06_01_15-27-44.517,423,265,51,35
f (3).jpg,12,2024_06_01_15-27-44.518,344,261,57,43
m (2).jpg,12,2024_06_01_15-27-44.521,88,229,56,41
v (3).jpg,12,2024_06_01_15-27-44.522,468,200,48,65
b (2).jpg,12,2024_06_01_15-27-44.523,286,138,55,86
f (1).jpg,12,2024_06_01_15-27-44.527,68,64,45,59
m (3).jpg,12,2024_06_01_15-27-44.529,416,50,50,46
v (3).jpg,12,2024_06_01_15-27-44.530,211,49,61,36
f (2).jpg,13,2024_06_01_15-27-45.047,387,267,61,38
m (2).jpg,13,2024_06_01_15-27-45.050,318,246,55,43
v (3).jpg,13,2024_06_01_15-27-45.056,447,232,45,50
b (5).jpg,13,2024_06_01_15-27-45.058,78,203,44,53
f (4).jpg,13,2024_06_01_15-27-45.060,248,153,56,39
m (2).jpg,13,2024_06_01_15-27-45.062,329,148,55,31
v (4).jpg,13,2024_06_01_15-27-45.064,450,70,46,44
b (5).jpg,13,2024_06_01_15-27-45.065,246,64,54,35
f (4).jpg,13,2024_06_01_15-27-45.066,88,47,43,45
f (1).jpg,14,2024_06_01_15-27-45.590,416,258,56,44
m (3).jpg,14,2024_06_01_15-27-45.596,349,256,59,41
v (4).jpg,14,2024_06_01_15-27-45.602,304,200,48,68
b (2).jpg,14,2024_06_01_15-27-45.603,63,170,33,48
f (1).jpg,14,2024_06_01_15-27-45.606,222,147,52,33
m (2).jpg,14,2024_06_01_15-27-45.607,358,140,58,37
v (4).jpg,14,2024_06_01_15-27-45.608,472,88,48,55
b (1).jpg,14,2024_06_01_15-27-45.609,284,64,50,37
f (5).jpg,14,2024_06_01_15-27-45.610,108,24,60,45
f (4).jpg,15,2024_06_01_15-27-46.149,383,270,53,34
m (2).jpg,15,2024_06_01_15-27-46.160,323,244,48,37
v (4).jpg,15,2024_06_01_15-27-46.165,294,180,42,60
b (5).jpg,15,2024_06_01_15-27-46.169,187,144,55,40
f (2).jpg,15,2024_06_01_15-27-46.169,397,137,52,29
m (2).jpg,15,2024_06_01_15-27-46.170,59,134,33,55
v (3).jpg,15,2024_06_01_15-27-46.171,482,120,40,63
b (2).jpg,15,2024_06_01_15-27-46.171,319,58,53,35
f (2).jpg,15,2024_06_01_15-27-46.172,145,20,52,38
f (3).jpg,16,2024_06_01_15-27-46.692,344,261,58,43
m (2).jpg,16,2024_06_01_15-27-46.693,294,227,50,37
v (3).jpg,16,2024_06_01_15-27-46.694,485,162,34,55
b (2).jpg,16,2024_06_01_15-27-46.697,274,157,40,46
f (5).jpg,16,2024_06_01_15-27-46.700,156,151,49,39
m (2).jpg,16,2024_06_01_15-27-46.702,429,128,51,40
v (4).jpg,16,2024_06_01_15-27-46.705,61,101,35,52
b (5).jpg,16,2024_06_01_15-27-46.709,352,52,51,37
f (1).jpg,16,2024_06_01_15-27-46.711,176,23,61,41
f (1).jpg,17,2024_06_01_15-27-47.240,317,245,57,45
m (2).jpg,17,2024_06_01_15-27-47.242,255,224,57,40
v (3).jpg,17,2024_06_01_15-27-47.253,476,193,41,59
b (2).jpg,17,2024_06_01_15-27-47.257,120,160,56,32
f (2).jpg,17,2024_06_01_15-27-47.258,229,144,67,40
m (2).jpg,17,2024_06_01_15-27-47.259,459,134,52,52
v (3).jpg,17,2024_06_01_15-27-47.259,66,63,46,62
b (5).jpg,17,2024_06_01_15-27-47.260,380,48,58,40
f (3).jpg,17,2024_06_01_15-27-47.270,210,36,49,47
f (5).jpg,18,2024_06_01_15-27-47.807,219,229,54,40
m (2).jpg,18,2024_06_01_15-27-47.808,457,225,47,51
v (4).jpg,18,2024_06_01_15-27-47.810,304,216,45,52
b (5).jpg,18,2024_06_01_15-27-47.811,483,160,40,60
f (1).jpg,18,2024_06_01_15-27-47.812,89,152,55,46
m (2).jpg,18,2024_06_01_15-27-47.820,199,148,52,31
v (4).jpg,18,2024_06_01_15-27-47.821,233,56,46,55
b (5).jpg,18,2024_06_01_15-27-47.823,416,51,61,45
f (5).jpg,18,2024_06_01_15-27-47.824,88,47,43,43
f (1).jpg,19,2024_06_01_15-27-48.346,431,252,51,42
m (2).jpg,19,2024_06_01_15-27-48.347,188,232,60,38
v (3).jpg,19,2024_06_01_15-27-48.353,492,198,36,55
b (2).jpg,19,2024_06_01_15-27-48.358,294,175,42,60
f (1).jpg,19,2024_06_01_15-27-48.364,169,147,47,40
m (2).jpg,19,2024_06_01_15-27-48.365,66,128,42,48
v (4).jpg,19,2024_06_01_15-27-48.368,244,88,41,59
b (4).jpg,19,2024_06_01_15-27-48.369,448,70,49,42
f (1).jpg,19,2024_06_01_15-27-48.371,110,24,58,45
b (4).jpg,20,2024_06_01_15-27-48.895,390,269,58,34
f (5).jpg,20,2024_06_01_15-27-48.896,150,240,58,32
m (2).jpg,20,2024_06_01_15-27-48.897,476,228,44,54
v (3).jpg,20,2024_06_01_15-27-48.898,130,158,54,34
b (2).jpg,20,2024_06_01_15-27-48.903,256,126,66,79
f (3).jpg,20,2024_06_01_15-27-48.904,49,97,40,52
m (3).jpg,20,2024_06_01_15-27-48.905,471,88,47,56
v (3).jpg,20,2024_06_01_15-27-48.906,140,20,58,39
f (3).jpg,21,2024_06_01_15-27-49.431,360,268,59,36
m (2).jpg,21,2024_06_01_15-27-49.436,440,256,59,45
v (4).jpg,21,2024_06_01_15-27-49.438,115,235,58,42
b (4).jpg,21,2024_06_01_15-27-49.439,102,160,53,39
f (1).jpg,21,2024_06_01_15-27-49.439,234,144,62,39
m (2).jpg,21,2024_06_01_15-27-49.441,286,143,55,35
v (3).jpg,21,2024_06_01_15-27-49.441,482,120,40,60
b (5).jpg,21,2024_06_01_15-27-49.447,56,64,37,52
f (5).jpg,21,2024_06_01_15-27-49.450,176,23,54,41
b (2).jpg,22,2024_06_01_15-27-49.988,413,267,54,37
f (5).jpg,22,2024_06_01_15-27-49.993,331,253,53,44
m (3).jpg,22,2024_06_01_15-27-49.999,92,223,52,46
v (3).jpg,22,2024_06_01_15-27-50.001,486,160,34,56
b (2).jpg,22,2024_06_01_15-27-50.002,199,148,52,30
f (2).jpg,22,2024_06_01_15-27-50.002,329,144,55,35
m (3).jpg,22,2024_06_01_15-27-50.003,71,144,46,44
v (4).jpg,22,2024_06_01_15-27-50.005,62,40,52,47
b (1).jpg,22,2024_06_01_15-27-50.006,210,36,48,47
b (2).jpg,23,2024_06_01_15-27-50.525,376,264,53,39
f (4).jpg,23,2024_06_01_15-27-50.526,307,227,45,53
m (3).jpg,23,2024_06_01_15-27-50.532,71,193,41,54
v (4).jpg,23,2024_06_01_15-27-50.534,475,190,42,61
b (4).jpg,23,2024_06_01_15-27-50.538,168,146,56,41
f (4).jpg,23,2024_06_01_15-27-50.539,358,136,58,40
m (3).jpg,23,2024_06_01_15-27-50.540,56,108,40,60
v (3).jpg,23,2024_06_01_15-27-50.541,228,56,52,55
b (4).jpg,23,2024_06_01_15-27-50.542,95,24,58,35
b (5).jpg,24,2024_06_01_15-27-51.061,344,254,56,38
f (2).jpg,24,2024_06_01_15-27-51.062,456,224,46,48
m (2).jpg,24,2024_06_01_15-27-51.064,304,189,33,55
v (4).jpg,24,2024_06_01_15-27-51.065,63,160,32,50
b (1).jpg,24,2024_06_01_15-27-51.067,128,158,56,34
f (3).jpg,24,2024_06_01_15-27-51.079,397,136,52,31
m (2).jpg,24,2024_06_01_15-27-51.081,245,93,41,51
v (3).jpg,24,2024_06_01_15-27-51.087,51,75,37,53
b (2).jpg,24,2024_06_01_15-27-51.088,130,23,53,31
b (4).jpg,25,2024_06_01_15-27-51.610,416,253,65,41
f (3).jpg,25,2024_06_01_15-27-51.611,312,240,56,38
m (3).jpg,25,2024_06_01_15-27-51.613,98,160,52,40
v (3).jpg,25,2024_06_01_15-27-51.613,56,127,40,53
b (2).jpg,25,2024_06_01_15-27-51.615,424,126,59,43
f (4).jpg,25,2024_06_01_15-27-51.616,260,120,67,88
m (3).jpg,25,2024_06_01_15-27-51.617,65,49,41,49
v (3).jpg,25,2024_06_01_15-27-51.618,163,32,51,32
b (2).jpg,26,2024_06_01_15-27-52.135,396,269,52,35
f (4).jpg,26,2024_06_01_15-27-52.141,282,224,54,40
m (2).jpg,26,2024_06_01_15-27-52.143,244,140,98,48
v (4).jpg,26,2024_06_01_15-27-52.143,462,134,46,55
b (5).jpg,26,2024_06_01_15-27-52.144,62,90,58,97
f (5).jpg,26,2024_06_01_15-27-52.145,193,35,55,45
m (2).jpg,26,2024_06_01_15-27-52.146,80,24,60,44
b (5).jpg,27,2024_06_01_15-27-52.675,358,268,60,37
f (5).jpg,27,2024_06_01_15-27-52.676,243,226,55,37
m (2).jpg,27,2024_06_01_15-27-52.678,480,160,42,59
v (3).jpg,27,2024_06_01_15-27-52.679,328,145,56,36
b (5).jpg,27,2024_06_01_15-27-52.688,209,144,55,40
f (5).jpg,27,2024_06_01_15-27-52.690,56,104,40,64
m (2).jpg,27,2024_06_01_15-27-52.692,74,56,39,50
v (4).jpg,27,2024_06_01_15-27-52.694,221,54,56,42
b (4).jpg,27,2024_06_01_15-27-52.695,112,22,58,38
b (4).jpg,28,2024_06_01_15-27-53.222,321,254,63,46
f (1).jpg,28,2024_06_01_15-27-53.224,213,235,50,35
m (3).jpg,28,2024_06_01_15-27-53.226,491,198,35,53
v (3).jpg,28,2024_06_01_15-27-53.227,181,148,47,32
b (5).jpg,28,2024_06_01_15-27-53.229,361,139,55,38
f (1).jpg,28,2024_06_01_15-27-53.231,53,72,37,56
m (3).jpg,28,2024_06_01_15-27-53.234,260,64,52,33
v (4).jpg,28,2024_06_01_15-27-53.235,88,40,59,45
b (5).jpg,28,2024_06_01_15-27-53.236,153,24,58,38
b (1).jpg,29,2024_06_01_15-27-53.761,176,235,53,41
f (4).jpg,29,2024_06_01_15-27-53.763,476,231,44,55
m (3).jpg,29,2024_06_01_15-27-53.764,310,226,42,48
v (3).jpg,29,2024_06_01_15-27-53.766,142,157,52,33
b (4).jpg,29,2024_06_01_15-27-53.768,397,136,52,32
f (1).jpg,29,2024_06_01_15-27-53.769,288,63,60,38
m (2).jpg,29,2024_06_01_15-27-53.780,60,45,45,52
v (4).jpg,29,2024_06_01_15-27-53.789,180,32,55,40
b (5).jpg,29,2024_06_01_15-27-53.794,122,22,53,37
b (2).jpg,30,2024_06_01_15-27-54.313,440,258,60,44
f (3).jpg,30,2024_06_01_15-27-54.317,143,240,57,35
m (3).jpg,30,2024_06_01_15-27-54.320,296,188,39,56
v (3).jpg,30,2024_06_01_15-27-54.323,108,163,54,35
b (1).jpg,30,2024_06_01_15-27-54.327,424,127,58,41
f (2).jpg,30,2024_06_01_15-27-54.330,326,56,62,38
m (3).jpg,30,2024_06_01_15-27-54.333,213,48,53,40
v (4).jpg,30,2024_06_01_15-27-54.337,80,24,62,46
b (5).jpg,30,2024_06_01_15-27-54.344,158,23,50,33
b (2).jpg,31,2024_06_01_15-27-54.866,410,266,57,38
f (5).jpg,31,2024_06_01_15-27-54.873,112,230,56,50
m (2).jpg,31,2024_06_01_15-27-54.877,280,161,46,47
v (4).jpg,31,2024_06_01_15-27-54.879,80,152,45,38
b (2).jpg,31,2024_06_01_15-27-54.879,458,134,51,50
f (5).jpg,31,2024_06_01_15-27-54.883,244,62,55,37
m (3).jpg,31,2024_06_01_15-27-54.885,360,52,55,32
v (4).jpg,31,2024_06_01_15-27-54.889,192,27,56,41
b (2).jpg,31,2024_06_01_15-27-54.891,114,24,62,33
b (2).jpg,32,2024_06_01_15-27-55.407,373,264,53,39
f (5).jpg,32,2024_06_01_15-27-55.408,83,214,47,40
m (3).jpg,32,2024_06_01_15-27-55.409,480,160,42,58
v (4).jpg,32,2024_06_01_15-27-55.420,240,153,61,34
b (1).jpg,32,2024_06_01_15-27-55.422,64,120,38,56
f (5).jpg,32,2024_06_01_15-27-55.425,281,66,53,35
m (3).jpg,32,2024_06_01_15-27-55.427,399,49,50,33
v (4).jpg,32,2024_06_01_15-27-55.431,219,40,53,49
b (2).jpg,32,2024_06_01_15-27-55.432,152,24,52,38
b (1).jpg,33,2024_06_01_15-27-55.952,336,254,64,39
f (1).jpg,33,2024_06_01_15-27-55.953,488,198,40,58
m (2).jpg,33,2024_06_01_15-27-55.956,61,183,48,53
v (4).jpg,33,2024_06_01_15-27-55.957,210,144,56,34
b (4).jpg,33,2024_06_01_15-27-55.961,51,87,38,55
f (2).jpg,33,2024_06_01_15-27-55.965,237,71,41,57
m (3).jpg,33,2024_06_01_15-27-55.967,435,58,45,44
v (3).jpg,33,2024_06_01_15-27-55.969,319,57,58,35
b (4).jpg,33,2024_06_01_15-27-55.972,181,32,54,40
b (5).jpg,34,2024_06_01_15-27-56.493,313,241,55,37
f (5).jpg,34,2024_06_01_15-27-56.494,476,231,44,55
m (2).jpg,34,2024_06_01_15-27-56.496,179,148,49,31
v (3).jpg,34,2024_06_01_15-27-56.497,56,145,40,63
b (4).jpg,34,2024_06_01_15-27-56.498,248,101,47,55
f (2).jpg,34,2024_06_01_15-27-56.499,455,70,47,50
m (2).jpg,34,2024_06_01_15-27-56.500,54,55,43,57
v (3).jpg,34,2024_06_01_15-27-56.507,351,53,52,38
b (2).jpg,34,2024_06_01_15-27-56.508,212,49,51,39
b (2).jpg,35,2024_06_01_15-27-57.023,440,258,60,44
f (1).jpg,35,2024_06_01_15-27-57.025,283,227,50,37
m (3).jpg,35,2024_06_01_15-27-57.031,139,157,55,33
v (4).jpg,35,2024_06_01_15-27-57.032,275,131,45,43
b (4).jpg,35,2024_06_01_15-27-57.034,58,111,34,52
f (1).jpg,35,2024_06_01_15-27-57.035,481,104,36,51
m (2).jpg,35,2024_06_01_15-27-57.044,246,64,53,36
v (4).jpg,35,2024_06_01_15-27-57.047,380,51,62,37
b (4).jpg,35,2024_06_01_15-27-57.049,72,33,56,41
b (2).jpg,36,2024_06_01_15-27-57.570,414,266,55,38
f (1).jpg,36,2024_06_01_15-27-57.571,240,227,57,37
m (2).jpg,36,2024_06_01_15-27-57.572,107,163,57,35
v (3).jpg,36,2024_06_01_15-27-57.573,306,146,57,38
b (2).jpg,36,2024_06_01_15-27-57.573,488,136,34,54
f (3).jpg,36,2024_06_01_15-27-57.574,64,72,40,65
m (3).jpg,36,2024_06_01_15-27-57.581,283,64,57,37
v (3).jpg,36,2024_06_01_15-27-57.581,416,51,64,45
b (2).jpg,36,2024_06_01_15-27-57.583,104,24,56,35
b (2).jpg,37,2024_06_01_15-27-58.106,373,264,53,39
f (2).jpg,37,2024_06_01_15-27-58.108,212,232,52,35
m (2).jpg,37,2024_06_01_15-27-58.109,480,171,38,53
v (4).jpg,37,2024_06_01_15-27-58.114,78,152,48,38
b (5).jpg,37,2024_06_01_15-27-58.129,335,144,55,37
f (4).jpg,37,2024_06_01_15-27-58.131,448,70,47,44
m (3).jpg,37,2024_06_01_15-27-58.131,319,58,58,33
v (3).jpg,37,2024_06_01_15-27-58.132,78,51,43,53
b (1).jpg,37,2024_06_01_15-27-58.133,135,22,57,37
b (2).jpg,38,2024_06_01_15-27-58.655,336,254,64,39
f (5).jpg,38,2024_06_01_15-27-58.656,177,235,50,40
m (2).jpg,38,2024_06_01_15-27-58.661,468,203,44,61
v (4).jpg,38,2024_06_01_15-27-58.662,376,139,47,36
b (1).jpg,38,2024_06_01_15-27-58.663,62,112,40,64
f (5).jpg,38,2024_06_01_15-27-58.666,472,90,48,54
m (3).jpg,38,2024_06_01_15-27-58.676,351,52,52,37
v (3).jpg,38,2024_06_01_15-27-58.677,96,32,64,41
b (1).jpg,38,2024_06_01_15-27-58.680,174,29,54,43
b (2).jpg,39,2024_06_01_15-27-59.202,144,241,56,34
f (4).jpg,39,2024_06_01_15-27-59.204,304,240,64,38
m (2).jpg,39,2024_06_01_15-27-59.205,447,232,45,49
v (4).jpg,39,2024_06_01_15-27-59.206,400,128,64,40
b (1).jpg,39,2024_06_01_15-27-59.207,482,120,41,60
f (2).jpg,39,2024_06_01_15-27-59.219,51,86,40,56
m (3).jpg,39,2024_06_01_15-27-59.219,380,48,60,39
v (3).jpg,39,2024_06_01_15-27-59.221,208,42,58,40
b (4).jpg,39,2024_06_01_15-27-59.221,136,24,56,33
b (5).jpg,40,2024_06_01_15-27-59.760,408,258,64,41
f (2).jpg,40,2024_06_01_15-27-59.764,112,231,56,49
m (3).jpg,40,2024_06_01_15-27-59.766,282,227,51,37
v (4).jpg,40,2024_06_01_15-27-59.769,439,129,80,88
b (1).jpg,40,2024_06_01_15-27-59.771,235,62,53,36
f (4).jpg,40,2024_06_01_15-27-59.772,55,56,39,56
m (3).jpg,40,2024_06_01_15-27-59.773,416,51,64,45
v (4).jpg,40,2024_06_01_15-27-59.773,160,19,58,42
b (2).jpg,41,2024_06_01_15-28-00.292,386,267,54,39
f (4).jpg,41,2024_06_01_15-28-00.295,246,227,52,37
m (3).jpg,41,2024_06_01_15-28-00.297,83,212,47,42
v (3).jpg,41,2024_06_01_15-28-00.299,473,150,42,96
b (4).jpg,41,2024_06_01_15-28-00.306,449,70,49,43
f (2).jpg,41,2024_06_01_15-28-00.313,271,64,52,35
m (2).jpg,41,2024_06_01_15-28-00.315,68,34,60,40
v (4).jpg,41,2024_06_01_15-28-00.316,197,30,59,44
b (5).jpg,42,2024_06_01_15-28-00.841,343,259,58,45
f (5).jpg,42,2024_06_01_15-28-00.844,205,235,58,34
m (2).jpg,42,2024_06_01_15-28-00.845,456,222,49,66
v (3).jpg,42,2024_06_01_15-28-00.846,488,176,40,58
b (2).jpg,42,2024_06_01_15-28-00.849,61,168,50,69
f (1).jpg,42,2024_06_01_15-28-00.850,472,88,47,64
m (2).jpg,42,2024_06_01_15-28-00.852,304,57,57,43
v (3).jpg,42,2024_06_01_15-28-00.852,228,48,44,58
b (4).jpg,42,2024_06_01_15-28-00.861,104,24,56,35
b (4).jpg,43,2024_06_01_15-28-01.380,424,253,61,43
f (1).jpg,43,2024_06_01_15-28-01.387,318,245,56,42
m (2).jpg,43,2024_06_01_15-28-01.389,177,236,52,40
v (4).jpg,43,2024_06_01_15-28-01.392,487,211,36,56
b (1).jpg,43,2024_06_01_15-28-01.394,56,149,39,59
f (2).jpg,43,2024_06_01_15-28-01.396,482,127,41,51
m (3).jpg,43,2024_06_01_15-28-01.396,242,82,38,54
v (3).jpg,43,2024_06_01_15-28-01.397,334,56,61,37
b (5).jpg,43,2024_06_01_15-28-01.400,135,20,58,39
b (5).jpg,44,2024_06_01_15-28-01.927,384,269,64,34
f (2).jpg,44,2024_06_01_15-28-01.930,138,239,62,38
m (2).jpg,44,2024_06_01_15-28-01.931,462,238,56,52
v (4).jpg,44,2024_06_01_15-28-01.932,303,213,47,57
b (4).jpg,44,2024_06_01_15-28-01.939,485,160,39,64
f (4).jpg,44,2024_06_01_15-28-01.940,254,117,50,47
m (3).jpg,44,2024_06_01_15-28-01.941,59,110,37,55
v (3).jpg,44,2024_06_01_15-28-01.942,373,51,60,36
b (5).jpg,44,2024_06_01_15-28-01.947,171,27,62,45
b (5).jpg,45,2024_06_01_15-28-02.469,434,267,52,35
f (5).jpg,45,2024_06_01_15-28-02.474,359,267,61,36
m (2).jpg,45,2024_06_01_15-28-02.476,112,229,53,48
v (3).jpg,45,2024_06_01_15-28-02.478,474,189,43,58
b (5).jpg,45,2024_06_01_15-28-02.479,295,176,40,59
f (5).jpg,45,2024_06_01_15-28-02.481,280,134,56,41
m (3).jpg,45,2024_06_01_15-28-02.481,65,82,37,55
v (3).jpg,45,2024_06_01_15-28-02.482,400,48,67,40
b (5).jpg,45,2024_06_01_15-28-02.487,208,42,56,39
b (5).jpg,46,2024_06_01_15-28-03.005,392,272,60,31
f (2).jpg,46,2024_06_01_15-28-03.007,320,253,64,44
m (3).jpg,46,2024_06_01_15-28-03.008,455,226,50,50
v (4).jpg,46,2024_06_01_15-28-03.009,83,208,47,48
b (1).jpg,46,2024_06_01_15-28-03.009,272,155,51,51
f (4).jpg,46,2024_06_01_15-28-03.018,312,147,56,37
m (3).jpg,46,2024_06_01_15-28-03.020,232,59,58,41
v (4).jpg,46,2024_06_01_15-28-03.022,437,56,51,54
b (1).jpg,46,2024_06_01_15-28-03.024,76,40,44,62
b (5).jpg,47,2024_06_01_15-28-03.543,367,262,50,34
f (1).jpg,47,2024_06_01_15-28-03.544,428,253,57,41
m (2).jpg,47,2024_06_01_15-28-03.546,308,226,44,45
v (4).jpg,47,2024_06_01_15-28-03.547,64,183,46,53
b (5).jpg,47,2024_06_01_15-28-03.548,237,150,59,33
f (5).jpg,47,2024_06_01_15-28-03.550,352,144,54,33
m (2).jpg,47,2024_06_01_15-28-03.551,467,79,43,55
v (3).jpg,47,2024_06_01_15-28-03.552,270,64,51,34
b (1).jpg,47,2024_06_01_15-28-03.555,96,32,54,41
b (1).jpg,48,2024_06_01_15-28-04.076,388,269,60,34
f (4).jpg,48,2024_06_01_15-28-04.076,321,245,64,44
m (2).jpg,48,2024_06_01_15-28-04.078,303,194,35,50
v (3).jpg,48,2024_06_01_15-28-04.080,198,147,53,34
b (2).jpg,48,2024_06_01_15-28-04.083,56,143,40,58
f (5).jpg,48,2024_06_01_15-28-04.084,383,134,58,34
m (2).jpg,48,2024_06_01_15-28-04.085,481,112,39,58
v (4).jpg,48,2024_06_01_15-28-04.086,304,57,56,43
b (5).jpg,48,2024_06_01_15-28-04.086,131,23,55,34
b (1).jpg,49,2024_06_01_15-28-04.627,362,268,54,36
f (1).jpg,49,2024_06_01_15-28-04.629,296,232,63,40
m (3).jpg,49,2024_06_01_15-28-04.632,284,163,44,45
v (4).jpg,49,2024_06_01_15-28-04.634,169,149,48,38
b (5).jpg,49,2024_06_01_15-28-04.635,487,147,39,55
f (3).jpg,49,2024_06_01_15-28-04.636,419,128,51,38
m (2).jpg,49,2024_06_01_15-28-04.642,59,110,37,55
v (4).jpg,49,2024_06_01_15-28-04.644,333,56,61,37
b (5).jpg,49,2024_06_01_15-28-04.645,160,19,64,40
@END@